"ParasiteReportedName","ParasiteCorrectedName","HasBinomialName","NameObservations","FLAG","NameID","NameCitation","ParType","ParPhylum","ParClass","ParOrder","ParFamily","StrainorSubsps"
"Aleutian mink disease virus (AMDV)","Amdoparvovirus Carnivore amdoparvovirus 1","yes","valid name in ICTV v.2015","","","","Virus","DNA virus","ss",NA,"Parvoviridae",""
"Aleutian disease virus","Amdoparvovirus Carnivore amdoparvovirus 1","yes","valid name in ICTV v.2015","","","","Virus","DNA virus","ss",NA,"Parvoviridae",""
"Parvovirus Aleutian mink disease parvovirus","Amdoparvovirus Carnivore amdoparvovirus 1","yes","valid name in ICTV v.2015","","","","Virus","DNA virus","ss",NA,"Parvoviridae",""
"Aluetian disease parvovirus","Amdoparvovirus Carnivore amdoparvovirus 1","yes","valid name in ICTV v.2015","","","","Virus","DNA virus","ss",NA,"Parvoviridae",""
"Amoeba sp.","Amoeba sp.","no","valid name in NCBI","","NCBI 5774","","Protozoa","Amoebozoa",NA,NA,"Amoebidae",""
"Amoebotoaenia paradoxa","Amoebotaenia paradoxa","yes","occurs only a few times in carnivore helminth literature","","Varela et al. 1993","Varela, M. C., Marcos, M. V., & Moura, C. C. G. (1993). Some ecological aspects of the helminthic fauna of the red fox (Vulpes vulpes L.) of the Palaerctic zone: II-vulpine iberian populations. Acta ParasitolÛgica Portuguesa, 1, 81-87.","Helminth","Platyhelminthes","Cestoda","Cyclopyllidea","Dilepididae",""
"Amphistome","Amphistomus sp.","no","valid name in NCBI","","NCBI 206791","","Arthropod","Arthropoda","Insecta","Coleoptera","Scarabaeidae",""
"Anaplasma marginale","Anaplasma marginale","yes","valid name in NCBI","","NCBI 770","","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae",""
"Anaplasma ovis","Anaplasma ovis","yes","valid name in NCBI","","NCBI 142058","","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae",""
"Anaplasma phagocytophilum","Anaplasma phagocytophilum","yes","valid name in NCBI","","NCBI 948","","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae",""
"Ehrlichia equi","Anaplasma phagocytophilum","yes","valid name in NCBI","","NCBI 948","","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae",""
"Ehrlichia phagocytophila","Anaplasma phagocytophilum","yes","valid name in NCBI","","NCBI 948","","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae",""
"Ehrlichia phagocytophila (NCH-1strain)","Anaplasma phagocytophilum","yes","valid name in NCBI","","NCBI 948","","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","(NCH-1strain)"
"Ehrlichia phagocytophila (BDS strain)","Anaplasma phagocytophilum","yes","valid name in NCBI","","NCBI 948","","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","(BDS strain)"
"Anaplasma phagocytophilium","Anaplasma phagocytophilum","yes","valid name in NCBI","","NCBI 948","","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae",""
"Anaplasma phagocytophila","Anaplasma phagocytophilum","yes","valid name in NCBI","","NCBI 948","","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae",""
"Anaplasma phagocytophilia","Anaplasma phagocytophilum","yes","valid name in NCBI","","NCBI 948","","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae",""
"Anaplasma phagocytilium","Anaplasma phagocytophilum","yes","valid name in NCBI","","NCBI 948","","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae",""
"Ehrlichia equi (MRK or HE agent Webster strain)","Anaplasma phagocytophilum","yes","valid name in NCBI","","NCBI 948","","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","(MRK or HE agent Webster strain)"
"Ehrlichia platys","Anaplasma platys","yes","valid name in NCBI","","NCBI 949","","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae",""
"Anaplasma","Anaplasma sp.","no","valid name in NCBI","","NCBI 768","","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae",""
"Anaplasma spp.","Anaplasma sp.","no","valid name in NCBI","","NCBI 768","","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae",""
"Anatrichosoma cynamolgi","Anatrichosoma cynamolgi","yes","valid in papers","","Chitwood 1958","Chitwood, M. B. (1958). A redescription of Anatrichosoma cynamolgi Smith and Chitwood, 1954. In Proc. Helm. Soc. Wash (Vol. 25, No. 2, pp. 112-117).","Helminth","Nematoda","Enoplea","Trichocephalida","Trichuridae",""
"Anatrichosoma ixyos","Anatrichosoma ixyos","yes","found in Smithsonian","","USNM # 1367901","http://collections.si.edu/search/record/nmnhinvertebratezoology_12022203","Helminth","Nematoda","Enoplea","Trichocephalida","Trichuridae",""
"Anatrichosoma sp.","Anatrichosoma sp.","no","valid name in NCBI","","NCBI 119100","","Helminth","Nematoda","Enoplea","Trichocephalida","Trichuridae",""
"Ancylostoma brazilense","Ancylostoma braziliense","yes","valid name in NCBI","","NCBI 369059","","Helminth","Nematoda","Secernentea","Rhabditida","Ancylostomatidae",""
"Ancylostoma braziliense","Ancylostoma braziliense","yes","valid name in NCBI","","NCBI 369059","","Helminth","Nematoda","Secernentea","Rhabditida","Ancylostomatidae",""
"Ancylostoma caninum","Ancylostoma caninum","yes","valid name in NCBI","","NCBI 29170","","Helminth","Nematoda","Secernentea","Rhabditida","Ancylostomatidae",""
"A. caninum","Ancylostoma caninum","yes","valid name in NCBI","","NCBI 29170","","Helminth","Nematoda","Secernentea","Rhabditida","Ancylostomatidae",""
"Anclyostoma caninum","Ancylostoma caninum","yes","valid name in NCBI","","NCBI 29170","","Helminth","Nematoda","Secernentea","Rhabditida","Ancylostomatidae",""
"Ancyclostoma caninum","Ancylostoma caninum","yes","valid name in NCBI","","NCBI 29170","","Helminth","Nematoda","Secernentea","Rhabditida","Ancylostomatidae",""
"Ancylostoma duodenale","Ancylostoma duodenale","yes","valid name in NCBI","","NCBI 51022","","Helminth","Nematoda","Secernentea","Rhabditida","Ancylostomatidae",""
"Anclyostoma kusimaense","Ancylostoma kusimaense","yes","valid in papers","","Yoshida et al. 1974","Yoshida, Y., Kondo, K., Okada, S., Okamoto, K., Kurimoto, H., Oda, K., & Shimada, Y. (1974). Morphology and life history of Ancylostoma kusimaense Nagayosi, 1955. Jap J Parasitol.","Helminth","Nematoda","Secernentea","Rhabditida","Ancylostomatidae",""
"Ancylostoma kusimaense","Ancylostoma kusimaense","yes","valid in papers","","Yoshida et al. 1974","Yoshida, Y., Kondo, K., Okada, S., Okamoto, K., Kurimoto, H., Oda, K., & Shimada, Y. (1974). Morphology and life history of Ancylostoma kusimaense Nagayosi, 1955. Jap J Parasitol.","Helminth","Nematoda","Secernentea","Rhabditida","Ancylostomatidae",""
"Ancylostoma martinezi","Ancylostoma martinezi","yes","valid in papers","","Dudin·k et al. 2005","Dudin·k, V., & äpakulov·, M. (2005). A survey of helminth species originally described from the territory of Slovakia supplemented by a list of the type material deposited in the East-Slovakian Museum (V˝chodoslovenskÈ museum) in Koöice. Helminthologia, 42, 233-245.","Helminth","Nematoda","Secernentea","Rhabditida","Ancylostomatidae",""
"Ancylostoma paraduodenale","Ancylostoma paraduodenale","yes","valid in papers","","Mukarati","Mukarati, N. L., Vassilev, G. D., Tagwireyi, W. M., & Tavengwa, M. (2013). Occurrence, prevalence and intensity of internal parasite infections of African lions (Panthera leo) in enclosures at a recreation park in Zimbabwe. Journal of Zoo and Wildlife Medicine, 44(3), 686-693.","Helminth","Nematoda","Secernentea","Rhabditida","Ancylostomatidae",""
"Ancylostoma pluridentatum","Ancylostoma pluridentatum","yes","valid in papers","","Anderson et al. 2003","Anderson, T. C., Foster, G. W., & Forrester, D. J. (2003). Hookworms of feral cats in Florida. Veterinary Parasitology, 115(1), 19-24.","Helminth","Nematoda","Secernentea","Rhabditida","Ancylostomatidae",""
"Ancylostoma quadridentata","Ancylostoma quadridentata","yes","occurs only in one primate paper","","Stuart et al. 1998","Stuart, M., Pendergast, V., Rumfelt, S., Pierberg, S., Greenspan, L., Glander, K., & Clarke, M. (1998). Parasites of wild howlers (Alouatta spp.). International Journal of Primatology, 19(3), 493-512.","Helminth","Nematoda","Secernentea","Rhabditida","Ancylostomatidae",""
"Ancylostoma sp.","Ancylostoma sp.","no","valid name in NCBI","","NCBI 291691","","Helminth","Nematoda","Secernentea","Rhabditida","Ancylostomatidae",""
"Ancylostoma","Ancylostoma sp.","no","valid name in NCBI","","NCBI 291691","","Helminth","Nematoda","Secernentea","Rhabditida","Ancylostomatidae",""
"Ancylostoma spp.","Ancylostoma sp.","no","valid name in NCBI","","NCBI 291691","","Helminth","Nematoda","Secernentea","Rhabditida","Ancylostomatidae",""
"Anclyostoma sp.","Ancylostoma sp.","no","valid name in NCBI","","NCBI 291691","","Helminth","Nematoda","Secernentea","Rhabditida","Ancylostomatidae",""
"Anclyostoma spp.","Ancylostoma sp.","no","valid name in NCBI","","NCBI 291691","","Helminth","Nematoda","Secernentea","Rhabditida","Ancylostomatidae",""
"Ancylostoma tubaeforme","Ancylostoma tubaeforme","yes","valid name in NCBI","","NCBI 53327","","Helminth","Nematoda","Secernentea","Rhabditida","Ancylostomatidae",""
"Ancylostoma tubaeformae","Ancylostoma tubaeforme","yes","valid name in NCBI","","NCBI 53327","","Helminth","Nematoda","Secernentea","Rhabditida","Ancylostomatidae",""
"Androlaelaps casalis","Androlaelaps casalis","yes","valid name in NCBI","","NCBI 480691","","Arthropod","Arthropoda","Arachnida","Mesostigmata","Laelapidae",""
"Androlaelaps sp.","Androlaelaps sp.","no","valid name in NCBI","","NCBI 480690","","Arthropod","Arthropoda","Arachnida","Mesostigmata","Laelapidae",""
"Angiocaulus gubernaculatus","Angiocaulus gubernaculatus","yes","valid in papers","","Costa et al. 2003","Costa, J. O., de Araujo Costa, H. M., & Guimaraes, M. P. (2003). Redescription of Angiostrongylus vasorum (Baillet, 1866) and systematic revision of species assigned to the genera Angiostrongylus Kamensky, 1905 and Angiocaulus Schulz, 1951. Revue de mÈdecine vÈtÈrinaire, 154(1), 9-16.","Helminth","Nematoda","Secernentea","Strongylida","Metastrongylidae",""
"Angiostrongylus gubernaculatus","Angiocaulus gubernaculatus","yes","valid in papers","","Costa et al. 2003","Costa, J. O., de Araujo Costa, H. M., & Guimaraes, M. P. (2003). Redescription of Angiostrongylus vasorum (Baillet, 1866) and systematic revision of species assigned to the genera Angiostrongylus Kamensky, 1905 and Angiocaulus Schulz, 1951. Revue de mÈdecine vÈtÈrinaire, 154(1), 9-16.","Helminth","Nematoda","Secernentea","Strongylida","Metastrongylidae",""
"Parastrongylus costaricensis","Angiostrongylus costaricensis","yes","valid name in NCBI","","NCBI 334426","","Helminth","Nematoda","Secernentea","Rhabditida","Angiostrongylidae",""
"Angiostrongylus raillieti or A. vasorum","Angiostrongylus sp.","no","valid name in NCBI","","NCBI 6312","","Helminth","Nematoda","Secernentea","Rhabditida","Angiostrongylidae",""
"Angiostrongylus sp.","Angiostrongylus sp.","no","valid name in NCBI","","NCBI 6312","","Helminth","Nematoda","Secernentea","Rhabditida","Angiostrongylidae",""
"Angiostrongylus vasorum","Angiostrongylus vasorum","yes","valid name in NCBI","","NCBI 321387","","Helminth","Nematoda","Secernentea","Rhabditida","Angiostrongylidae",""
"Anisakis similis","Anisakis pegreffii","yes","valid name in NCBI","","NCBI 303229","","Helminth","Nematoda","Secernentea","Ascaridida","Anisakidae",""
"Anisakis physeteris","Anisakis physeteris","yes","valid name in NCBI","","NCBI 290545","","Helminth","Nematoda","Secernentea","Ascaridida","Anisakidae",""
"Anisakis simplex","Anisakis simplex","yes","valid name in NCBI","","NCBI 6269","","Helminth","Nematoda","Secernentea","Ascaridida","Anisakidae",""
"Anisakis spp.","Anisakis sp.","no","valid name in NCBI","","NCBI 6268","","Helminth","Nematoda","Secernentea","Ascaridida","Anisakidae",""
"Anisakis sp.","Anisakis sp.","no","valid name in NCBI","","NCBI 6268","","Helminth","Nematoda","Secernentea","Ascaridida","Anisakidae",""
"Anisakine","Anisakis sp.","no","valid name in NCBI","","NCBI 6268","","Helminth","Nematoda","Secernentea","Ascaridida","Anisakidae",""
"Aniskis spp.","Anisakis sp.","no","valid name in NCBI","","NCBI 6268","","Helminth","Nematoda","Secernentea","Ascaridida","Anisakidae",""
"Anisakis","Anisakis sp.","no","valid name in NCBI","","NCBI 6268","","Helminth","Nematoda","Secernentea","Ascaridida","Anisakidae",""
"Anopheles punctipennis","Anopheles punctipennis","yes","valid name in NCBI","","NCBI 102899","","Arthropod","Arthropoda","Insecta","Diptera","Culicidae",""
"Anophryocephalus arcticensis","Anophryocephalus arcticensis","yes","valid in papers","","Hoberg and Adams (2000)","Hoberg, E. P., & Adams, A. (2000). 1Biosystematics and National Parasite Collection Unit, United States Department of Agricul ture, Agricultural Research Service, BARC East No. 1 180, 1 0300 Baltimore Avenue, Belts ville, Maryland, USA 20705. 2US Food and Drug Administration, 1 1630 West 20th Street, PO Box 15905, Lenexa, Kansas. SCANDINA VIAN SOCIETY FOR PARASITOLOGY, 1(997), 19.","Helminth","Platyhelminthes","Cestoda","Cyclophyllidea","Tetrabothriidae",""
"Anophryocephalus inuitorum","Anophryocephalus inuitorum","yes","valid in papers","","Hoberg and Adams (2000)","Hoberg, E. P., & Adams, A. (2000). 1Biosystematics and National Parasite Collection Unit, United States Department of Agricul ture, Agricultural Research Service, BARC East No. 1 180, 1 0300 Baltimore Avenue, Belts ville, Maryland, USA 20705. 2US Food and Drug Administration, 1 1630 West 20th Street, PO Box 15905, Lenexa, Kansas. SCANDINA VIAN SOCIETY FOR PARASITOLOGY, 1(997), 19.","Helminth","Platyhelminthes","Cestoda","Cyclophyllidea","Tetrabothriidae",""
"Anophryocephalus ochotensis","Anophryocephalus ochotensis","yes","valid in papers","","Hoberg and Adams (2000)","Hoberg, E. P., & Adams, A. (2000). 1Biosystematics and National Parasite Collection Unit, United States Department of Agricul ture, Agricultural Research Service, BARC East No. 1 180, 1 0300 Baltimore Avenue, Belts ville, Maryland, USA 20705. 2US Food and Drug Administration, 1 1630 West 20th Street, PO Box 15905, Lenexa, Kansas. SCANDINA VIAN SOCIETY FOR PARASITOLOGY, 1(997), 19.","Helminth","Platyhelminthes","Cestoda","Cyclophyllidea","Tetrabothriidae",""
"Anophryocephalus sp.","Anophryocephalus sp.","no","valid in papers","","Hoberg and Adams (2000)","Hoberg, E. P., & Adams, A. (2000). 1Biosystematics and National Parasite Collection Unit, United States Department of Agricul ture, Agricultural Research Service, BARC East No. 1 180, 1 0300 Baltimore Avenue, Belts ville, Maryland, USA 20705. 2US Food and Drug Administration, 1 1630 West 20th Street, PO Box 15905, Lenexa, Kansas. SCANDINA VIAN SOCIETY FOR PARASITOLOGY, 1(997), 19.","Helminth","Platyhelminthes","Cestoda","Cyclophyllidea","Tetrabothriidae",""
"Anoplocephala gigantea","Anoplocephala gigantea","yes","non taxonomy paper - but see book chapter: http://link.springer.com/chapter/10.1007%2F978-3-642-22872-8_24","","Stringer et al. 2014","Stringer, A. P., Smith, D., Kerley, G. I., & Linklater, W. L. (2014). Reducing sampling error in faecal egg counts from black rhinoceros (Diceros bicornis).International Journal for Parasitology: Parasites and Wildlife,¬†3(1), 1-5.","Helminth","Platyhelminthes","Cestoda","Cyclophyllidea","Anoplocephalidae",""
"Anoplocephala gorillae","Anoplocephala gorillae","yes","valid in papers","","Kalema-Zikusoka et al. 2005","Kalema-Zikusoka, G., Rothman, J. M., & Fox, M. T. (2005). Intestinal parasites and bacteria of mountain gorillas (Gorilla beringei beringei) in Bwindi Impenetrable National Park, Uganda.¬†Primates,¬†46(1), 59-63.","Helminth","Platyhelminthes","Cestoda","Cyclophyllidea","Anoplocephalidae",""
"Anoplocephala magna","Anoplocephala magna","yes","valid name in NCBI","","NCBI 218193","","Helminth","Platyhelminthes","Cestoda","Cyclophyllidea","Anoplocephalidae",""
"Anoplocephala perfoliata","Anoplocephala perfoliata","yes","valid name in NCBI","","NCBI 218192","","Helminth","Platyhelminthes","Cestoda","Cyclophyllidea","Anoplocephalidae",""
"Anoplocephala sp.","Anoplocephala sp.","no","valid name in NCBI","","NCBI 218191","","Helminth","Platyhelminthes","Cestoda","Cyclophyllidea","Anoplocephalidae",""
"Antarctophtirus agmorrhini","Antarctophthirus agmorrhini","yes","only found in GMPD paper, and the genus has a mispelling error","YES","Harder et al 1991","Harder, T. C., Plˆtz, J., & Liess, B. (1991). Antibodies against European phocine herpesvirus isolates detected in sera of Antarctic seals.†Polar Biology,†11(7), 509-512.","Arthropod","Arthropoda","Insecta","Phthiraptera","Echinophthiriidae",""
